时间,源水浊度,源水pH,源水温度,源水氨氮,源水COD,源水有机物,混凝剂投加量,沉后浊度,滤后浊度,出水浊度,出水余氯,出水pH
2024-07-18 14:00:00,187.63,7.88,27.3,0.777,4.78,0.1382,59.27,4.7,0.53,0.193,0.91,6.67
2024-07-18 15:00:00,151.91,7.99,28.8,0.772,3.44,0.1396,,3.86,1.45,0.548,1.01,7.21
2024-07-18 16:00:00,171.3,7.86,29.12,0.774,4.17,0.1396,51.57,3.77,1.27,0.624,0.94,6.99
2024-07-18 17:00:00,200.0,8.02,28.22,0.743,3.82,0.1356,58.53,4.66,0.64,0.406,0.99,6.5
2024-07-18 18:00:00,174.43,8.02,29.39,0.794,4.53,0.1414,53.8,3.92,1.05,0.318,1.08,7.12
2024-07-18 19:00:00,164.31,7.87,27.7,0.77,4.36,0.1473,50.53,4.92,1.5,0.909,1.54,7.09
2024-07-18 20:00:00,164.77,7.95,28.1,0.8,4.18,0.1393,49.56,4.21,0.73,0.53,1.32,6.5
2024-07-18 21:00:00,186.74,8.03,28.2,0.731,4.4,0.1365,54.75,4.12,0.5,0.271,1.24,6.5
2024-07-18 22:00:00,200.0,8.0,27.96,0.718,4.19,0.1498,59.92,4.94,1.12,0.381,,6.8
2024-07-18 23:00:00,200.0,7.98,26.57,0.757,4.12,0.1441,58.7,4.26,0.6,0.238,1.28,7.76
2024-07-19 00:00:00,182.76,7.85,28.37,0.736,3.95,0.1496,59.03,5.0,1.5,0.912,0.4,7.71
2024-07-19 01:00:00,165.65,7.86,28.28,0.8,,0.1397,50.14,4.43,1.5,0.913,0.94,7.45
2024-07-19 02:00:00,153.45,7.99,29.47,0.784,3.99,0.15,48.73,3.98,0.94,,0.77,6.77
2024-07-19 03:00:00,184.69,7.91,27.11,0.756,4.13,0.15,55.89,5.0,1.5,0.919,1.03,
2024-07-19 04:00:00,200.0,7.97,27.76,0.796,3.56,,59.42,4.66,0.73,0.332,1.06,6.61
2024-07-19 05:00:00,200.0,7.98,29.6,0.769,4.44,0.1492,60.0,4.83,1.5,0.527,1.01,6.63
2024-07-19 06:00:00,180.64,7.92,28.69,0.735,4.71,0.15,56.2,3.9,0.77,0.444,1.14,7.19
2024-07-19 07:00:00,194.59,7.87,28.95,0.761,4.0,0.1469,59.74,4.43,1.5,,1.19,7.52
2024-07-19 08:00:00,182.71,7.92,28.85,0.746,4.48,0.1407,56.67,3.84,1.43,0.615,1.54,6.92
2024-07-19 09:00:00,193.42,8.0,,0.795,4.09,0.1389,55.08,4.16,0.85,0.586,0.9,6.84
2024-07-19 10:00:00,188.8,7.91,30.0,0.8,3.95,0.1494,58.01,5.0,0.53,0.176,0.89,6.72
2024-07-19 11:00:00,,7.86,28.49,0.743,4.01,0.1453,59.51,4.51,0.86,0.374,1.11,6.93
2024-07-19 12:00:00,188.07,8.02,27.38,0.793,4.15,0.15,55.92,3.9,0.9,0.47,1.23,6.74
2024-07-19 13:00:00,200.0,7.97,29.04,0.8,3.91,0.1358,60.0,4.45,1.5,0.812,1.15,6.58
2024-07-19 14:00:00,182.09,7.94,27.83,0.758,4.31,0.1345,52.46,4.28,1.31,0.8,1.69,7.05
2024-07-19 15:00:00,151.19,7.99,28.29,0.774,3.97,0.1427,47.3,3.41,0.99,0.453,1.4,6.76
2024-07-19 16:00:00,167.72,7.92,28.77,0.756,3.81,0.1452,51.38,3.84,1.13,0.43,1.56,6.84
2024-07-19 17:00:00,187.54,8.02,27.57,0.758,4.12,0.1492,56.64,5.0,1.09,0.858,1.28,7.0
2024-07-19 18:00:00,190.53,8.0,27.89,0.768,3.92,0.1364,55.54,3.97,1.22,0.436,1.17,6.5
2024-07-19 19:00:00,191.42,7.9,28.87,0.747,4.03,0.148,58.25,4.92,0.9,0.274,0.38,6.54
2024-07-19 20:00:00,200.0,7.91,27.85,0.774,4.11,0.15,57.75,5.0,1.5,0.857,,7.04
2024-07-19 21:00:00,170.59,7.9,,0.8,3.73,0.15,53.03,5.0,1.48,,1.04,6.65
2024-07-19 22:00:00,199.86,7.96,27.41,0.761,4.57,0.15,60.0,4.74,1.5,0.946,1.05,7.01
2024-07-19 23:00:00,200.0,7.96,27.41,0.8,4.37,0.1463,59.51,4.65,0.68,0.425,1.44,6.78
2024-07-20 00:00:00,180.03,7.94,30.0,0.735,3.95,0.15,54.73,4.43,1.18,0.649,0.74,7.08
2024-07-20 01:00:00,179.35,8.01,26.76,0.767,4.13,0.1465,57.87,4.74,0.75,0.35,1.47,6.52
2024-07-20 02:00:00,162.68,7.93,28.26,0.789,4.33,0.1352,51.59,4.07,0.79,0.508,1.33,6.75
2024-07-20 03:00:00,180.23,7.98,30.0,0.78,4.2,0.15,55.28,4.28,1.44,0.861,1.21,7.48
2024-07-20 04:00:00,200.0,7.96,28.26,0.8,4.7,0.1335,60.0,5.0,1.13,0.495,1.38,7.11
2024-07-20 05:00:00,200.0,7.93,29.64,0.75,4.07,0.1404,60.0,4.84,0.56,0.199,0.6,7.28
2024-07-20 06:00:00,193.65,7.85,28.94,0.757,4.49,0.1346,59.48,4.31,1.5,0.549,1.25,7.0
2024-07-20 07:00:00,171.68,7.96,28.28,0.788,3.74,0.1466,51.53,5.0,0.66,0.387,0.69,6.62
2024-07-20 08:00:00,200.0,7.96,28.16,0.788,3.78,0.1472,60.0,5.0,1.25,0.657,1.24,6.78
2024-07-20 09:00:00,200.0,7.87,26.17,0.8,,0.1489,60.0,5.0,1.21,0.774,0.77,6.8
2024-07-20 10:00:00,174.13,7.98,27.97,0.8,4.01,0.1368,59.02,4.14,0.91,,0.89,6.8
2024-07-20 11:00:00,200.0,7.93,28.52,0.706,3.79,0.1339,60.0,4.52,0.46,0.36,1.0,7.39
2024-07-20 12:00:00,154.83,7.9,28.52,0.8,4.12,0.1399,47.41,3.55,0.63,0.362,1.05,6.93
2024-07-20 13:00:00,150.13,7.99,30.0,0.8,4.52,0.1347,47.69,4.22,0.62,0.251,1.19,6.58
2024-07-20 14:00:00,158.51,7.9,28.57,0.786,3.91,0.1343,50.09,4.73,0.71,0.283,1.34,6.8
2024-07-20 15:00:00,160.97,7.95,28.92,0.749,,0.1398,51.86,4.76,0.66,0.484,1.85,7.12
2024-07-20 16:00:00,200.0,7.95,29.45,0.8,3.58,0.15,60.0,5.0,1.5,0.513,0.93,6.55
2024-07-20 17:00:00,181.06,7.85,28.83,0.8,4.0,0.15,57.56,4.94,0.64,0.228,1.17,7.33
2024-07-20 18:00:00,169.85,7.92,28.2,0.74,4.44,0.1422,48.75,3.96,0.79,0.547,1.1,7.44
2024-07-20 19:00:00,181.36,7.88,28.21,0.747,3.9,0.1426,54.0,4.38,,0.928,0.81,6.75
2024-07-20 20:00:00,178.8,7.88,27.94,0.8,3.76,0.15,54.18,3.83,0.43,0.223,0.54,7.16
2024-07-20 21:00:00,171.83,7.96,28.73,0.8,3.9,0.1495,51.44,4.46,1.15,0.4,0.84,7.28
2024-07-20 22:00:00,159.62,7.85,28.12,0.773,3.95,0.15,46.18,4.75,1.14,0.732,,6.69
2024-07-20 23:00:00,198.3,8.01,28.91,0.8,4.37,0.15,60.0,5.0,1.5,0.654,1.01,6.87
2024-07-21 00:00:00,158.79,7.91,27.17,0.756,4.26,0.1373,47.22,3.98,0.54,0.415,0.7,6.92
2024-07-21 01:00:00,200.0,7.89,28.33,0.758,4.32,0.1336,58.65,4.65,0.55,0.41,1.04,7.11
2024-07-21 02:00:00,163.63,8.0,29.73,0.799,4.15,0.1397,52.18,4.17,0.6,0.445,1.07,7.44
2024-07-21 03:00:00,200.0,7.92,27.95,0.71,3.96,0.1475,60.0,4.72,1.15,0.346,0.86,6.92
2024-07-21 04:00:00,200.0,7.95,30.0,0.722,3.91,0.15,58.87,5.0,0.66,0.506,1.35,6.54
2024-07-21 05:00:00,157.95,7.96,28.34,0.8,4.28,0.1407,47.14,4.35,1.24,0.796,0.61,6.5
2024-07-21 06:00:00,155.08,7.99,28.12,0.737,4.62,0.15,46.86,3.66,1.24,0.401,1.21,6.77
2024-07-21 07:00:00,200.0,7.86,28.3,0.727,3.86,0.1492,60.0,4.88,1.3,0.859,1.06,6.91
2024-07-21 08:00:00,183.05,7.86,27.87,0.716,3.84,0.149,58.0,3.82,0.79,0.602,1.15,7.35
2024-07-21 09:00:00,195.48,8.01,26.2,0.734,3.8,0.15,,4.06,0.95,0.448,1.25,6.5
2024-07-21 10:00:00,150.37,7.84,29.06,0.738,4.4,0.1455,47.77,3.81,0.66,0.421,1.22,
2024-07-21 11:00:00,169.35,7.96,30.0,0.751,4.13,0.1495,49.5,4.21,1.5,0.699,0.54,7.44
2024-07-21 12:00:00,186.2,7.95,28.66,0.8,4.31,0.15,57.39,3.87,0.76,0.479,1.05,7.11
2024-07-21 13:00:00,200.0,7.94,28.72,0.793,3.99,0.1474,60.0,4.76,1.5,0.845,1.27,6.62
2024-07-21 14:00:00,168.81,7.98,28.0,0.8,4.33,0.1342,52.33,3.95,1.5,0.547,1.28,7.04
2024-07-21 15:00:00,200.0,8.01,29.34,0.722,4.06,0.1455,60.0,4.6,0.81,0.247,0.89,6.98
2024-07-21 16:00:00,197.85,7.85,28.14,0.73,3.68,0.1476,57.39,4.66,1.5,1.0,0.8,7.36
2024-07-21 17:00:00,157.2,7.95,28.45,0.8,4.42,0.15,51.36,4.18,1.47,0.602,1.3,7.21
2024-07-21 18:00:00,170.44,7.96,26.61,0.791,4.13,0.1333,49.7,4.68,1.33,0.669,1.27,7.07
2024-07-21 19:00:00,166.31,7.89,27.65,0.8,4.05,0.1344,51.33,,1.43,1.0,0.8,7.15
2024-07-21 20:00:00,181.53,7.99,28.55,0.753,4.23,0.1421,56.18,5.0,1.14,0.823,0.74,7.0
2024-07-21 21:00:00,195.85,7.92,29.09,0.783,3.71,0.15,60.0,5.0,1.4,0.869,1.0,6.75
2024-07-21 22:00:00,180.85,7.87,29.11,0.773,4.27,0.1449,57.2,4.88,1.08,0.475,0.89,7.2
2024-07-21 23:00:00,166.81,7.99,26.6,0.732,3.97,0.1406,53.77,4.18,1.5,0.543,1.16,6.78
2024-07-22 00:00:00,199.4,8.0,26.59,0.8,4.11,0.1496,59.24,5.0,1.3,0.505,1.52,7.09
2024-07-22 01:00:00,191.16,7.85,28.65,0.748,4.5,0.1451,60.0,4.87,0.83,0.645,0.74,
2024-07-22 02:00:00,186.34,7.97,27.32,0.766,4.35,0.1467,58.67,5.0,1.5,0.923,1.08,6.61
2024-07-22 03:00:00,188.94,7.87,28.96,0.72,4.1,0.1433,56.46,4.79,1.5,0.76,0.88,6.92
2024-07-22 04:00:00,164.34,7.84,26.44,0.79,4.12,0.15,50.28,4.74,1.5,1.0,1.34,7.45
2024-07-22 05:00:00,198.26,7.88,27.97,0.8,3.39,0.1334,60.0,5.0,0.52,0.294,1.36,7.38
2024-07-22 06:00:00,176.59,7.98,28.03,0.759,3.91,0.133,53.06,4.99,1.5,0.752,0.84,7.11
2024-07-22 07:00:00,174.81,7.86,28.55,0.8,4.2,0.1494,50.99,3.75,0.97,0.352,1.44,6.93
2024-07-22 08:00:00,159.0,7.86,27.03,0.737,3.93,0.1336,49.65,4.18,1.33,0.455,1.36,6.9
2024-07-22 09:00:00,192.07,7.96,26.1,0.8,3.76,0.1411,53.42,4.86,1.26,0.797,1.06,6.78
2024-07-22 10:00:00,192.51,7.91,28.24,0.8,4.3,0.1418,58.79,4.64,0.92,0.302,1.34,6.96
2024-07-22 11:00:00,173.1,7.86,28.59,0.8,,0.1477,54.38,4.05,0.45,0.153,0.7,7.37
2024-07-22 12:00:00,200.0,7.88,29.07,0.8,3.94,0.15,59.47,5.0,0.98,0.766,1.68,6.79
2024-07-22 13:00:00,200.0,7.97,27.71,0.77,4.42,0.15,60.0,4.62,1.37,0.818,,6.6
2024-07-22 14:00:00,156.0,7.94,28.84,0.759,4.37,0.1397,50.42,4.1,,0.316,1.49,7.27
2024-07-22 15:00:00,199.34,7.97,28.55,0.8,3.86,0.1369,57.79,4.98,1.5,0.577,0.93,6.87
2024-07-22 16:00:00,177.06,7.85,29.39,0.8,3.94,0.15,54.21,4.5,0.99,0.767,0.64,6.69
2024-07-22 17:00:00,200.0,7.92,28.01,0.783,4.7,0.134,58.96,5.0,0.59,0.388,1.25,6.99
2024-07-22 18:00:00,164.57,7.97,26.34,0.799,3.82,0.15,50.27,4.79,1.5,0.687,0.89,6.88
2024-07-22 19:00:00,168.68,7.88,28.0,0.766,3.97,0.1335,54.26,4.43,0.68,0.514,0.92,7.0
2024-07-22 20:00:00,180.63,7.87,28.15,0.732,4.74,0.1446,56.28,4.08,0.48,0.169,1.18,7.13
2024-07-22 21:00:00,167.8,7.9,28.58,0.709,3.98,0.1484,50.31,3.8,0.47,0.351,1.36,7.09
2024-07-22 22:00:00,199.11,7.89,26.53,0.792,4.56,0.1444,60.0,4.28,1.11,0.697,1.22,7.11
2024-07-22 23:00:00,183.5,7.87,27.75,0.794,3.85,0.1465,54.26,4.57,0.85,0.47,1.43,7.02
2024-07-23 00:00:00,163.46,7.99,,0.792,4.21,0.1333,49.66,3.72,1.31,0.971,1.05,6.5
2024-07-23 01:00:00,184.47,7.92,27.84,0.778,4.49,0.1364,59.1,4.56,1.2,0.369,1.52,7.0
2024-07-23 02:00:00,200.0,7.94,27.64,0.748,4.02,0.1459,60.0,4.73,0.87,0.501,1.36,6.59
2024-07-23 03:00:00,200.0,7.85,29.86,0.734,4.19,0.15,60.0,4.16,1.14,0.634,0.78,6.76
2024-07-23 04:00:00,183.92,7.94,26.88,0.709,4.39,0.1458,56.43,,1.5,0.566,1.3,6.76
2024-07-23 05:00:00,168.44,7.93,29.18,0.721,3.89,0.1447,52.27,4.97,,0.645,1.12,7.15
2024-07-23 06:00:00,160.44,7.99,28.97,0.787,4.84,0.15,51.9,3.97,0.56,0.22,0.87,6.5
2024-07-23 07:00:00,200.0,7.9,27.72,0.8,4.48,0.142,60.0,4.66,1.5,0.635,1.28,6.91
2024-07-23 08:00:00,199.47,7.97,27.92,0.8,4.06,0.1419,57.01,4.18,0.88,0.572,1.24,6.95
2024-07-23 09:00:00,189.31,7.89,27.91,0.712,4.09,0.1345,60.0,3.94,0.85,0.664,1.31,7.21
2024-07-23 10:00:00,200.0,7.93,28.13,0.8,4.74,0.15,57.62,5.0,1.26,0.785,0.78,7.0
2024-07-23 11:00:00,156.16,7.99,27.35,0.783,4.06,0.1344,51.17,4.07,1.34,0.775,0.45,7.14
2024-07-23 12:00:00,197.43,7.94,27.52,0.742,4.02,0.136,60.0,5.0,1.13,0.619,1.0,7.01
2024-07-23 13:00:00,163.15,7.95,27.59,0.8,4.51,0.1341,54.27,4.24,1.26,0.468,1.02,7.49
2024-07-23 14:00:00,156.08,7.98,27.63,0.8,3.74,0.1373,50.46,3.58,0.54,0.365,1.25,6.84
2024-07-23 15:00:00,181.47,7.99,27.64,0.753,4.14,0.1432,54.07,5.0,0.94,0.713,0.3,7.67
2024-07-23 16:00:00,175.71,7.87,25.71,0.787,4.19,0.1337,55.94,5.0,1.5,0.73,1.3,6.81
2024-07-23 17:00:00,200.0,7.87,28.05,0.736,3.95,0.1426,59.27,5.0,1.13,0.405,1.35,7.21
2024-07-23 18:00:00,171.05,7.93,27.42,0.729,3.69,0.1442,50.62,5.0,1.5,0.974,1.37,7.43
2024-07-23 19:00:00,200.0,8.0,26.08,0.721,4.18,0.1354,56.34,5.0,0.62,0.417,1.36,6.92
2024-07-23 20:00:00,200.0,7.92,27.6,0.705,4.37,0.134,59.75,4.94,0.54,0.2,0.78,6.95
2024-07-23 21:00:00,196.36,,27.57,0.8,3.96,0.1402,55.69,5.0,0.58,0.244,0.84,6.57
2024-07-23 22:00:00,200.0,7.92,29.22,0.72,,0.1483,60.0,5.0,1.5,0.705,1.05,7.99
2024-07-23 23:00:00,177.23,7.85,27.41,0.794,4.54,0.1472,51.02,4.48,0.52,0.242,1.06,6.92
2024-07-24 00:00:00,174.99,7.86,28.5,0.8,4.33,0.1355,52.83,4.3,1.21,0.528,0.82,7.41
2024-07-24 01:00:00,158.24,7.86,29.21,0.8,4.07,0.1347,48.62,4.34,0.76,0.451,1.16,6.77
2024-07-24 02:00:00,166.65,7.84,27.2,0.74,4.45,0.1369,51.79,3.61,0.51,0.372,1.25,6.56
2024-07-24 03:00:00,200.0,7.95,27.78,0.716,4.25,0.15,58.27,5.0,1.5,0.89,1.21,6.79
2024-07-24 04:00:00,181.19,7.88,29.56,0.76,4.71,0.15,57.45,4.45,1.17,0.445,1.16,7.04
2024-07-24 05:00:00,171.45,7.86,28.06,0.724,4.37,0.1449,53.01,4.18,1.5,0.556,1.23,7.02
2024-07-24 06:00:00,162.28,7.92,28.2,0.75,3.76,0.15,50.29,4.11,1.31,1.0,1.04,6.79
2024-07-24 07:00:00,181.97,7.88,27.42,0.777,3.98,0.1356,54.08,5.0,0.98,0.299,1.28,6.85
2024-07-24 08:00:00,198.94,7.9,28.52,0.787,3.99,0.1481,60.0,5.0,0.69,0.529,1.24,
2024-07-24 09:00:00,167.45,7.88,27.79,0.729,4.27,0.1479,54.45,4.98,,0.773,0.88,6.75
2024-07-24 10:00:00,200.0,7.83,26.0,0.73,4.08,0.1432,60.0,5.0,1.02,0.309,,6.85
2024-07-24 11:00:00,192.57,7.94,27.47,0.8,3.84,0.15,56.21,5.0,0.75,0.316,1.58,6.66
2024-07-24 12:00:00,200.0,7.85,26.65,,4.35,0.1438,59.73,4.4,1.2,0.727,1.33,7.23
2024-07-24 13:00:00,164.83,7.87,27.94,0.787,4.47,0.15,47.17,4.25,1.27,0.512,1.46,6.6
2024-07-24 14:00:00,192.66,7.86,26.91,0.775,4.14,0.1357,59.48,4.51,0.84,0.638,1.22,6.9
2024-07-24 15:00:00,157.71,7.89,28.31,0.789,4.24,0.1329,46.43,,1.13,0.358,1.02,7.15
2024-07-24 16:00:00,173.1,7.86,27.87,0.717,3.88,0.1415,53.65,4.71,0.57,0.266,1.46,7.18
2024-07-24 17:00:00,,7.89,26.58,0.8,4.02,0.1355,60.0,4.11,1.31,0.619,1.21,6.65
2024-07-24 18:00:00,192.71,7.87,27.34,0.728,4.03,0.1367,57.31,5.0,0.66,0.429,1.34,7.23
2024-07-24 19:00:00,160.21,7.84,28.45,0.791,4.34,0.1336,47.93,4.81,1.48,1.0,1.59,7.14
2024-07-24 20:00:00,200.0,7.97,28.98,0.729,4.25,0.1427,60.0,4.68,1.08,0.836,0.67,7.2
2024-07-24 21:00:00,150.36,7.88,26.93,0.796,4.07,0.15,,3.39,0.49,0.251,1.27,6.96
2024-07-24 22:00:00,190.04,7.85,26.73,0.8,4.06,0.1457,55.19,5.0,0.53,0.329,0.86,7.13
2024-07-24 23:00:00,200.0,7.92,29.78,0.8,3.58,0.141,60.0,5.0,1.5,1.0,1.08,7.18
2024-07-25 00:00:00,184.41,7.85,27.7,0.756,4.67,0.1325,54.29,5.0,1.5,1.0,0.9,7.74
2024-07-25 01:00:00,200.0,7.95,27.8,0.78,3.56,0.1443,60.0,5.0,1.06,0.396,1.48,6.5
2024-07-25 02:00:00,,7.84,26.97,0.779,4.31,0.14,57.44,5.0,1.49,1.0,1.28,7.12
2024-07-25 03:00:00,200.0,7.9,27.92,0.796,4.19,0.1379,60.0,5.0,1.5,0.787,1.15,7.22
2024-07-25 04:00:00,193.45,7.98,29.42,0.765,4.1,0.1429,56.46,4.04,0.51,0.262,0.67,7.09
2024-07-25 05:00:00,196.04,7.85,27.96,0.767,4.18,0.1362,59.44,5.0,1.26,0.42,0.98,7.3
2024-07-25 06:00:00,162.28,7.86,28.77,0.791,3.98,0.1398,50.3,4.54,1.03,0.753,0.99,7.29
2024-07-25 07:00:00,199.73,7.92,27.74,0.721,4.38,0.15,60.0,5.0,0.82,0.623,1.23,7.11
2024-07-25 08:00:00,163.02,,26.68,0.786,3.79,0.1467,49.39,4.02,0.7,0.527,1.01,6.97
2024-07-25 09:00:00,200.0,7.89,27.02,0.718,4.28,0.15,55.5,5.0,1.5,0.595,1.04,6.5
2024-07-25 10:00:00,162.28,7.93,26.59,0.796,3.98,0.1471,51.69,3.56,1.1,0.389,0.4,7.65
2024-07-25 11:00:00,162.93,7.85,27.92,0.75,4.06,0.1345,50.6,4.56,1.31,0.539,1.41,6.5
2024-07-25 12:00:00,200.0,7.93,28.93,0.8,4.06,0.148,58.34,4.34,1.28,0.544,0.78,7.2
2024-07-25 13:00:00,163.39,7.87,,0.71,4.13,0.15,49.61,4.26,0.95,0.447,0.93,7.12
2024-07-25 14:00:00,171.98,7.93,27.4,0.76,4.33,0.15,50.48,4.32,1.45,0.806,1.29,6.62
2024-07-25 15:00:00,197.75,7.84,26.92,0.72,4.17,0.1453,55.71,4.25,1.38,1.0,1.4,7.7
2024-07-25 16:00:00,157.25,7.91,28.06,0.8,4.46,0.1351,51.12,3.58,0.83,0.401,1.14,7.29
2024-07-25 17:00:00,157.28,7.87,26.47,0.715,4.5,0.1474,50.19,3.84,0.55,0.228,1.24,7.11
2024-07-25 18:00:00,181.12,7.94,26.57,0.764,4.28,0.1356,52.46,4.29,0.55,0.224,1.42,6.63
2024-07-25 19:00:00,163.44,7.95,28.61,0.712,4.39,0.1336,55.68,3.79,1.28,0.764,0.35,7.48
2024-07-25 20:00:00,162.86,7.97,27.43,0.8,4.79,0.1372,48.22,4.14,1.29,0.83,1.4,7.5
2024-07-25 21:00:00,146.36,7.99,27.41,0.736,3.76,0.1345,47.68,3.92,0.92,0.488,0.48,7.07
2024-07-25 22:00:00,172.68,7.9,27.54,0.778,4.51,0.1427,53.0,4.72,0.66,0.47,1.04,7.57
2024-07-25 23:00:00,168.87,7.94,28.43,0.721,4.65,0.15,49.49,4.03,1.34,0.412,,7.09
2024-07-26 00:00:00,147.16,7.83,27.75,0.744,4.32,0.1475,47.15,4.01,0.83,0.504,0.84,7.14
2024-07-26 01:00:00,189.92,7.97,26.84,0.711,4.76,0.1483,57.05,4.96,1.5,0.904,1.07,7.0
2024-07-26 02:00:00,190.31,,26.87,0.771,4.73,0.15,56.24,5.0,1.5,1.0,0.3,7.25
2024-07-26 03:00:00,150.04,7.89,27.39,0.696,4.09,0.1376,49.83,4.49,,0.603,0.74,7.19
2024-07-26 04:00:00,167.88,7.89,27.88,0.8,4.12,0.1454,53.01,4.88,0.59,0.286,0.89,6.86
2024-07-26 05:00:00,200.0,7.94,27.55,0.752,4.35,0.1487,60.0,5.0,1.47,0.801,0.83,6.67
2024-07-26 06:00:00,187.09,7.96,27.46,0.781,4.01,0.1391,56.26,5.0,1.5,0.843,1.08,6.95
2024-07-26 07:00:00,,7.95,27.63,0.735,5.01,0.1411,54.23,4.09,0.77,0.338,1.65,7.23
2024-07-26 08:00:00,178.6,7.9,27.54,0.73,4.43,0.1484,54.46,3.95,1.27,0.704,1.38,6.96
2024-07-26 09:00:00,160.0,7.88,26.8,0.8,4.21,0.15,50.74,4.38,0.83,0.316,1.4,6.73
2024-07-26 10:00:00,200.0,7.98,28.69,0.799,3.77,0.1405,58.06,5.0,1.45,0.705,1.27,6.99
2024-07-26 11:00:00,200.0,7.92,27.1,0.783,4.27,0.1467,55.25,5.0,1.5,1.0,0.7,6.65
2024-07-26 12:00:00,200.0,7.91,27.71,0.798,3.84,0.1476,60.0,5.0,1.5,0.589,1.48,6.84
2024-07-26 13:00:00,161.13,7.92,25.52,0.72,4.42,0.15,,4.31,1.5,0.553,1.24,6.5
2024-07-26 14:00:00,167.42,,27.37,0.8,3.44,0.15,52.79,3.86,1.5,0.473,,7.04
2024-07-26 15:00:00,156.54,7.94,26.48,0.758,4.61,0.1365,47.49,4.6,1.42,0.945,1.37,7.24
2024-07-26 16:00:00,167.16,7.91,26.6,0.8,4.07,0.1467,51.13,4.83,1.32,0.807,1.28,7.02
2024-07-26 17:00:00,169.02,7.96,30.0,0.796,3.69,0.15,55.1,3.73,1.14,0.456,1.24,7.12
2024-07-26 18:00:00,190.78,7.96,27.83,0.735,4.19,0.1409,58.36,4.96,1.5,0.753,0.88,7.05
2024-07-26 19:00:00,158.65,7.89,28.81,0.773,4.2,,53.81,4.65,1.5,0.594,0.82,7.15
2024-07-26 20:00:00,200.0,7.85,28.44,0.8,4.17,0.1446,60.0,5.0,0.94,0.608,0.83,7.18
2024-07-26 21:00:00,152.38,7.92,28.56,0.701,4.61,0.1423,46.45,3.96,1.24,0.457,0.3,7.19
2024-07-26 22:00:00,145.4,7.92,27.38,0.754,4.31,0.1454,46.88,4.31,0.68,0.461,0.98,7.35
2024-07-26 23:00:00,,7.91,29.19,0.78,4.43,0.142,60.0,5.0,0.65,0.308,1.29,6.52
2024-07-27 00:00:00,194.81,7.96,28.3,0.74,4.13,,59.11,5.0,1.5,0.807,1.47,7.24
2024-07-27 01:00:00,169.71,7.83,27.49,0.737,4.33,0.1495,53.52,4.22,1.16,0.813,0.91,6.93
2024-07-27 02:00:00,187.01,7.86,27.72,0.795,3.81,0.1441,59.49,5.0,1.21,0.687,1.1,
2024-07-27 03:00:00,160.21,7.96,27.32,0.8,4.28,0.15,,4.64,1.02,0.502,0.98,6.5
2024-07-27 04:00:00,156.23,7.97,27.5,0.767,3.98,0.1319,50.18,3.54,0.63,0.308,1.2,6.52
2024-07-27 05:00:00,,7.89,27.41,0.8,4.6,0.1497,57.07,4.82,1.33,0.747,0.72,6.85
2024-07-27 06:00:00,169.55,,27.83,0.708,4.23,0.1354,50.66,4.62,0.58,0.222,0.97,6.75
2024-07-27 07:00:00,188.43,7.89,29.19,0.725,4.4,0.1495,59.12,,1.28,0.561,0.89,7.3
2024-07-27 08:00:00,159.82,7.89,26.25,0.706,4.28,0.15,49.69,4.6,1.13,0.655,1.32,7.22
2024-07-27 09:00:00,191.87,7.9,28.59,0.753,4.75,0.15,54.53,5.0,1.45,0.581,0.62,7.45
2024-07-27 10:00:00,199.36,7.86,27.08,0.779,3.74,0.1456,60.0,4.33,0.47,0.288,1.24,6.95
2024-07-27 11:00:00,156.11,7.87,28.72,0.721,4.17,0.1346,48.73,4.34,0.92,0.395,1.41,7.2
2024-07-27 12:00:00,147.26,7.92,27.12,0.755,3.92,0.15,46.33,3.46,0.76,0.471,0.7,6.53
2024-07-27 13:00:00,175.78,7.92,27.87,0.787,3.59,0.1393,55.08,4.03,1.1,0.398,0.95,7.72
2024-07-27 14:00:00,199.87,7.92,27.29,0.781,3.9,0.1324,58.07,4.32,1.5,0.827,0.88,7.54
2024-07-27 15:00:00,190.99,7.88,25.72,0.779,4.56,0.1317,59.23,5.0,1.5,1.0,1.62,6.75
2024-07-27 16:00:00,194.67,7.87,29.19,0.776,4.19,0.1489,56.81,5.0,1.5,0.687,1.55,7.48
2024-07-27 17:00:00,173.13,7.87,26.51,0.8,4.14,0.15,56.14,4.51,1.48,1.0,1.42,6.65
2024-07-27 18:00:00,161.03,7.97,27.54,0.791,4.44,0.15,52.29,3.77,0.6,0.279,1.27,6.8
2024-07-27 19:00:00,182.42,7.88,26.4,0.8,4.24,0.1448,58.57,4.09,1.04,0.714,1.41,7.0
2024-07-27 20:00:00,158.83,7.91,26.12,0.8,4.39,0.1465,50.37,3.6,1.15,0.846,1.33,6.74
2024-07-27 21:00:00,196.43,7.9,27.25,0.8,4.3,0.15,58.24,4.4,1.15,0.371,1.63,7.18
2024-07-27 22:00:00,158.29,,26.86,0.707,4.37,0.1472,47.86,4.14,1.5,0.648,1.16,7.34
2024-07-27 23:00:00,165.09,7.88,26.28,0.766,4.07,0.1399,49.49,4.95,1.26,0.991,0.41,6.57
2024-07-28 00:00:00,179.57,7.88,27.29,0.744,4.53,0.15,54.42,5.0,1.32,0.458,1.0,7.04
2024-07-28 01:00:00,178.15,7.95,25.84,0.706,3.85,0.15,53.02,3.86,0.52,0.191,1.31,6.7
